Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
5mSIPHEX1_19-scaffold_201_c1_46	-|-	-	AA2_e1+AA2_e1	AA0	N	2
5mSIPHEX1_19-scaffold_21_c2_9	-	-	GT2	-	N	1
5mSIPHEX1_19-scaffold_48_c1_149	-	-	GT4_e2309	GT4	N	2
5mSIPHEX1_19-scaffold_15_c1_88	-	-	CBM50_e568	CBM50	Y(1-19)	2
5mSIPHEX1_19-scaffold_21_c2_8	-	-	GT1_e174	-	N	1
5mSIPHEX1_19-scaffold_244_c1_1	-	-	GH23_e932	-	N	1
5mSIPHEX1_19-scaffold_70_c1_87	-	-	CBM50_e367	CBM50	Y(1-23)	2
5mSIPHEX1_19-scaffold_73_c1_171	3.5.1.41:1	-	CE4_e177	CE4	N	2
5mSIPHEX1_19-scaffold_104_c1_2	-	-	-	CBM50	Y(1-31)	1
5mSIPHEX1_19-scaffold_104_c1_23	-	-	-	GH23	N	1
5mSIPHEX1_19-scaffold_104_c1_57	-	-	-	GT51	N	1
5mSIPHEX1_19-scaffold_15_c1_1	-	-	-	CBM50	N	1
5mSIPHEX1_19-scaffold_15_c1_119	-	-	-	CBM50	Y(1-20)	1
5mSIPHEX1_19-scaffold_15_c1_131	-	-	-	GT1	N	1
5mSIPHEX1_19-scaffold_15_c1_238	-	-	-	GH103	N	1
5mSIPHEX1_19-scaffold_15_c1_239	-	-	-	GH103	N	1
5mSIPHEX1_19-scaffold_15_c1_265	-	-	-	GT4	N	1
5mSIPHEX1_19-scaffold_15_c1_294	-	-	-	GH13_23	N	1
5mSIPHEX1_19-scaffold_15_c1_311	-	-	-	CBM50	Y(1-25)	1
5mSIPHEX1_19-scaffold_15_c1_4	-	-	-	GH1	N	1
5mSIPHEX1_19-scaffold_15_c1_70	-	-	-	GH13_31	N	1
5mSIPHEX1_19-scaffold_158_c1_24	-	-	-	CBM48+GH13_9	N	1
5mSIPHEX1_19-scaffold_158_c1_43	-	-	-	GT2	N	1
5mSIPHEX1_19-scaffold_158_c1_46	-	-	-	GT87	N	1
5mSIPHEX1_19-scaffold_158_c1_66	-	-	-	GT2	N	1
5mSIPHEX1_19-scaffold_158_c1_70	-	-	-	GT4	N	1
5mSIPHEX1_19-scaffold_162_c1_19	-	-	-	CBM13	Y(1-21)	1
5mSIPHEX1_19-scaffold_162_c1_49	-	-	-	GH6	N	1
5mSIPHEX1_19-scaffold_175_c1_1	-	-	-	CBM50+GH25	N	1
5mSIPHEX1_19-scaffold_197_c1_40	-	-	-	GH18	Y(1-23)	1
5mSIPHEX1_19-scaffold_201_c1_42	-	-	-	CBM54	Y(1-27)	1
5mSIPHEX1_19-scaffold_21_c1_206	-	-	-	GH73	Y(1-22)	1
5mSIPHEX1_19-scaffold_21_c1_70	-	-	-	GT2	N	1
5mSIPHEX1_19-scaffold_21_c1_74	-	-	-	GH13	N	1
5mSIPHEX1_19-scaffold_21_c1_76	-	-	-	CBM0	Y(1-30)	1
5mSIPHEX1_19-scaffold_21_c2_28	-	-	-	GT4	N	1
5mSIPHEX1_19-scaffold_21_c2_34	-	-	-	GT2	N	1
5mSIPHEX1_19-scaffold_21_c2_38	-	-	-	GT4	N	1
5mSIPHEX1_19-scaffold_221_c1_21	-	-	-	GH1	N	1
5mSIPHEX1_19-scaffold_221_c1_44	-	-	-	GH103	N	1
5mSIPHEX1_19-scaffold_228_c1_12	-	-	-	GH23	N	1
5mSIPHEX1_19-scaffold_228_c1_45	-	-	-	GT28	N	1
5mSIPHEX1_19-scaffold_244_c1_24	-	-	-	CBM50	N	1
5mSIPHEX1_19-scaffold_25_c1_213	-	-	-	GH1	N	1
5mSIPHEX1_19-scaffold_25_c1_58	-	-	-	GH28	N	1
5mSIPHEX1_19-scaffold_25_c1_89	-	-	-	GT2	N	1
5mSIPHEX1_19-scaffold_48_c1_102	-	-	-	GH13_26	N	1
5mSIPHEX1_19-scaffold_48_c1_145	-	-	-	GH13	N	1
5mSIPHEX1_19-scaffold_48_c1_163	-	-	-	GH13_30	N	1
5mSIPHEX1_19-scaffold_48_c1_201	-	-	-	GT2	N	1
5mSIPHEX1_19-scaffold_55_c1_184	-	-	-	GT51	N	1
5mSIPHEX1_19-scaffold_55_c1_214	-	-	-	GT83	N	1
5mSIPHEX1_19-scaffold_55_c1_31	-	-	-	GT25	N	1
5mSIPHEX1_19-scaffold_55_c1_40	-	-	-	GT4	N	1
5mSIPHEX1_19-scaffold_55_c1_92	-	-	-	GH152	N	1
5mSIPHEX1_19-scaffold_59_c1_63	-	-	-	GT58	N	1
5mSIPHEX1_19-scaffold_69_c1_116	-	-	-	GH92	N	1
5mSIPHEX1_19-scaffold_69_c1_44	-	-	-	GH13_11	N	1
5mSIPHEX1_19-scaffold_70_c1_7	-	-	-	CE8	N	1
5mSIPHEX1_19-scaffold_73_c1_179	-	-	-	GT51	N	1
5mSIPHEX1_19-scaffold_79_c1_22	-	-	-	GT4	N	1
5mSIPHEX1_19-scaffold_79_c1_8	-	-	-	GH18	Y(1-30)	1
5mSIPHEX1_19-scaffold_79_c1_99	-	-	-	CBM6	Y(1-42)	1
5mSIPHEX1_19-scaffold_90_c1_33	-	-	-	GH39	N	1
5mSIPHEX1_19-scaffold_90_c1_74	-	-	-	GH27	N	1
5mSIPHEX1_19-scaffold_90_c1_75	-	-	-	CE8	N	1
5mSIPHEX1_19-scaffold_96_c1_39	-	-	-	GH5_11	N	1
