Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
5mSIPHEX2_16-scaffold_467_c1_17	-	GH171(64-409)	GH171_e3	GH171	Y(1-26)	3
5mSIPHEX2_16-scaffold_522_c1_1	-	GH23(1-102)	GH23_e357	-	N	2
5mSIPHEX2_16-scaffold_543_c1_6	-|-|-	GH23(138-272)+CBM50(455-497)	GH23_e731+CBM50_e671+CBM50_e954	CBM50+GH23	Y(1-20)	3
5mSIPHEX2_16-scaffold_619_c1_6	-	GT51(65-245)	GT51_e181	GT51	N	3
5mSIPHEX2_16-scaffold_687_c1_16	-	GT2(6-103)	GT2	-	N	2
5mSIPHEX2_16-scaffold_734_c1_11	-	GT2(44-177)	GT2	GT2	N	3
5mSIPHEX2_16-scaffold_744_c1_7	-	GT2(17-134)	GT2	GT2	N	3
5mSIPHEX2_16-scaffold_778_c1_9	-	GH25(87-260)	GH25_e273	GH25	N	3
5mSIPHEX2_16-scaffold_814_c1_2	-	GT28(193-350)	GT28_e0	GT28	N	3
5mSIPHEX2_16-scaffold_1051_c1_10	-	-	CE11_e18	CE11	N	2
5mSIPHEX2_16-scaffold_1264_c1_7	-	-	GT2	-	N	1
5mSIPHEX2_16-scaffold_1444_c1_7	-	-	GT4_e2699	GT0	N	2
5mSIPHEX2_16-scaffold_1548_c1_1	-	-	AA2_e1	AA0	N	2
5mSIPHEX2_16-scaffold_2304_c1_2	-	-	GT2	GT2	N	2
5mSIPHEX2_16-scaffold_2306_c1_2	-|-	-	CBM50_e181+CBM50_e828	CBM50	Y(1-19)	2
5mSIPHEX2_16-scaffold_2391_c1_1	-	-	GT4_e38	GT4	N	2
5mSIPHEX2_16-scaffold_2496_c1_4	-	-	GT4_e2551	GT0	N	2
5mSIPHEX2_16-scaffold_2519_c1_2	-	-	CBM50_e573	CBM50	Y(1-19)	2
5mSIPHEX2_16-scaffold_3260_c1_4	-	-	GT4_e1094	-	N	1
5mSIPHEX2_16-scaffold_3307_c1_3	-	-	GT2	-	N	1
5mSIPHEX2_16-scaffold_792_c1_3	-	-	GT4_e2572	-	N	1
5mSIPHEX2_16-scaffold_864_c1_6	-	-	CBM50_e181	CBM50	Y(1-21)	2
5mSIPHEX2_16-scaffold_983_c1_4	-	-	GH74_e4	-	Y(1-24)	1
5mSIPHEX2_16-scaffold_1111_c1_5	-	-	-	CE8	N	1
5mSIPHEX2_16-scaffold_1202_c1_2	-	-	-	CBM50	Y(1-19)	1
5mSIPHEX2_16-scaffold_1207_c1_1	-	-	-	GH13	N	1
5mSIPHEX2_16-scaffold_1240_c1_4	-	-	-	GH39	N	1
5mSIPHEX2_16-scaffold_1240_c1_6	-	-	-	GH39	N	1
5mSIPHEX2_16-scaffold_1264_c1_5	-	-	-	GT4	N	1
5mSIPHEX2_16-scaffold_127_c1_10	-	-	-	GT43	Y(1-21)	1
5mSIPHEX2_16-scaffold_127_c1_28	-	-	-	CBM50	Y(1-27)	1
5mSIPHEX2_16-scaffold_127_c1_51	-	-	-	CBM6	Y(1-23)	1
5mSIPHEX2_16-scaffold_1435_c1_1	-	-	-	GH5_11	N	1
5mSIPHEX2_16-scaffold_1452_c1_5	-	-	-	GT2	N	1
5mSIPHEX2_16-scaffold_147_c2_20	-	-	-	GH13_30	N	1
5mSIPHEX2_16-scaffold_147_c2_4	-	-	-	GT0	N	1
5mSIPHEX2_16-scaffold_1478_c1_1	-	-	-	GH65	N	1
5mSIPHEX2_16-scaffold_1504_c1_7	-	-	-	CBM50	N	1
5mSIPHEX2_16-scaffold_1577_c1_4	-	-	-	GT2	N	1
5mSIPHEX2_16-scaffold_191_c1_3	-	-	-	CBM6	Y(1-12)	1
5mSIPHEX2_16-scaffold_1961_c1_6	-	-	-	GH28	N	1
5mSIPHEX2_16-scaffold_2136_c1_2	-	-	-	GH97	Y(1-20)	1
5mSIPHEX2_16-scaffold_2496_c1_1	-	-	-	GT4	N	1
5mSIPHEX2_16-scaffold_274_c1_11	-	-	-	GT2	N	1
5mSIPHEX2_16-scaffold_274_c2_2	-	-	-	GT83	N	1
5mSIPHEX2_16-scaffold_274_c2_6	-	-	-	GH28	N	1
5mSIPHEX2_16-scaffold_288_c1_25	-	-	-	GT58	N	1
5mSIPHEX2_16-scaffold_3066_c1_1	-	-	-	GT0	N	1
5mSIPHEX2_16-scaffold_3066_c1_4	-	-	-	GT2	N	1
5mSIPHEX2_16-scaffold_3307_c1_4	-	-	-	GT0	N	1
5mSIPHEX2_16-scaffold_354_c1_3	-	-	-	GH13	N	1
5mSIPHEX2_16-scaffold_355_c1_27	-	-	-	GH92	N	1
5mSIPHEX2_16-scaffold_396_c1_15	-	-	-	GT2	N	1
5mSIPHEX2_16-scaffold_451_c1_13	-	-	-	GH1	N	1
5mSIPHEX2_16-scaffold_487_c1_2	-	-	-	GH13_31	N	1
5mSIPHEX2_16-scaffold_487_c1_34	-	-	-	GH38	N	1
5mSIPHEX2_16-scaffold_611_c1_10	-	-	-	GT2	N	1
5mSIPHEX2_16-scaffold_611_c1_11	-	-	-	GT2	N	1
5mSIPHEX2_16-scaffold_650_c1_1	-	-	-	CBM66	Y(1-23)	1
5mSIPHEX2_16-scaffold_687_c1_4	-	-	-	GT4	N	1
5mSIPHEX2_16-scaffold_792_c1_2	-	-	-	GT4	N	1
5mSIPHEX2_16-scaffold_864_c1_5	-	-	-	GH101	N	1
5mSIPHEX2_16-scaffold_874_c1_7	-	-	-	GH1	N	1
5mSIPHEX2_16-scaffold_893_c1_5	-	-	-	GH43_18	Y(1-19)	1
5mSIPHEX2_16-scaffold_893_c1_9	-	-	-	GH28	N	1
5mSIPHEX2_16-scaffold_925_c1_5	-	-	-	GH1	N	1
5mSIPHEX2_16-scaffold_996_c1_2	-	-	-	GT4	N	1
