HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT2.hmm	230	5mSIPHEX2_16-scaffold_2371_c1_2	476	9e-20	4	230	61	330	0.9826086956521739
GT4.hmm	160	5mSIPHEX2_16-scaffold_2391_c1_2	386	3.4e-41	2	159	197	358	0.98125
GH73.hmm	128	5mSIPHEX2_16-scaffold_265_c2_7	290	2.6e-35	6	128	95	220	0.953125
CE1.hmm	227	5mSIPHEX2_16-scaffold_2713_c1_5	418	5.7e-25	1	216	43	276	0.947136563876652
GT19.hmm	354	5mSIPHEX2_16-scaffold_287_c1_12	372	2.8e-125	2	352	4	352	0.9887005649717514
CE1.hmm	227	5mSIPHEX2_16-scaffold_287_c1_19	724	4.7e-19	5	216	482	709	0.9295154185022027
GH20.hmm	337	5mSIPHEX2_16-scaffold_287_c1_5	755	6.6e-130	8	335	146	493	0.9703264094955489
GH2.hmm	752	5mSIPHEX2_16-scaffold_287_c1_8	820	3.4e-105	25	574	20	739	0.7300531914893617
CE1.hmm	227	5mSIPHEX2_16-scaffold_288_c1_18	404	1.2e-19	1	218	27	244	0.9559471365638766
GT5.hmm	472	5mSIPHEX2_16-scaffold_288_c1_22	281	8.1e-44	1	221	17	247	0.4661016949152542
GT2.hmm	170	5mSIPHEX2_16-scaffold_2890_c1_2	245	3.2e-28	1	166	4	169	0.9705882352941176
GT4.hmm	160	5mSIPHEX2_16-scaffold_3066_c1_2	390	2.6e-19	2	157	205	360	0.96875
GT2.hmm	170	5mSIPHEX2_16-scaffold_3066_c1_3	330	3.7e-34	1	131	6	137	0.7647058823529411
GT4.hmm	160	5mSIPHEX2_16-scaffold_3260_c1_3	368	9.4e-21	10	149	189	329	0.86875
GT2.hmm	170	5mSIPHEX2_16-scaffold_3307_c1_1	282	4.4e-25	27	131	4	105	0.611764705882353
GT4.hmm	160	5mSIPHEX2_16-scaffold_3532_c1_2	381	2.2e-29	8	153	192	346	0.90625
CBM9.hmm	182	5mSIPHEX2_16-scaffold_375_c1_26	806	6.9e-18	1	164	41	210	0.8956043956043956
CE4.hmm	130	5mSIPHEX2_16-scaffold_396_c1_20	88	1.2e-20	5	69	23	88	0.49230769230769234
CE14.hmm	124	5mSIPHEX2_16-scaffold_463_c1_8	239	1.6e-23	1	124	6	111	0.9919354838709677
GH171.hmm	355	5mSIPHEX2_16-scaffold_467_c1_17	411	9.6e-123	1	355	64	409	0.9971830985915493
GH23.hmm	135	5mSIPHEX2_16-scaffold_522_c1_1	180	5.6e-17	38	126	1	102	0.6518518518518519
GH23.hmm	135	5mSIPHEX2_16-scaffold_543_c1_6	500	1.1e-26	2	120	138	272	0.8740740740740741
CBM50.hmm	40	5mSIPHEX2_16-scaffold_543_c1_6	500	6.4e-17	1	39	455	497	0.95
GT51.hmm	177	5mSIPHEX2_16-scaffold_619_c1_6	762	3.5e-62	1	177	65	245	0.9943502824858758
GT2.hmm	170	5mSIPHEX2_16-scaffold_687_c1_16	103	2.5e-21	2	97	6	103	0.5588235294117647
GT2.hmm	170	5mSIPHEX2_16-scaffold_734_c1_11	370	3.4e-20	1	131	44	177	0.7647058823529411
GT2.hmm	170	5mSIPHEX2_16-scaffold_744_c1_7	393	1.8e-26	1	123	17	134	0.7176470588235294
GH25.hmm	177	5mSIPHEX2_16-scaffold_778_c1_9	283	3.8e-52	2	177	87	260	0.9887005649717514
GT28.hmm	157	5mSIPHEX2_16-scaffold_814_c1_2	364	3.2e-47	1	157	193	350	0.9936305732484076
