Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
5mSIPHEX1_33-scaffold_6_c1_457	-	-	-	GT2	N	1
5mSIPHEX1_33-scaffold_6_c1_459	-	-	-	GT2	N	1
5mSIPHEX1_33-scaffold_6_c1_461	-	-	-	GT2	N	1
5mSIPHEX1_33-scaffold_6_c1_488	-	-	-	GT4	N	1
5mSIPHEX1_33-scaffold_6_c1_496	-	-	-	GT4	N	1
5mSIPHEX1_33-scaffold_6_c1_565	-	-	-	GH1	N	1
5mSIPHEX1_33-scaffold_6_c1_90	-	-	-	GT2	N	1
5mSIPHEX1_33-scaffold_61_c1_125	-	-	-	GH43_9	N	1
5mSIPHEX1_33-scaffold_61_c1_211	-	-	-	GH13	N	1
5mSIPHEX1_33-scaffold_61_c1_41	-	-	-	GT51	N	1
5mSIPHEX1_33-scaffold_92_c1_125	-	-	-	GT35	N	1
5mSIPHEX1_33-scaffold_92_c1_144	-	-	-	GT58	N	1
5mSIPHEX1_33-scaffold_92_c1_148	-	-	-	GH92	N	1
