HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
AA2.hmm	255	5mSIPHEX2_3-scaffold_79_c1_8	739	3.3e-16	15	117	86	189	0.4
AA7.hmm	458	5mSIPHEX2_3-scaffold_79_c1_87	483	3.5e-16	15	191	52	235	0.38427947598253276
CE1.hmm	227	5mSIPHEX2_3-scaffold_84_c1_8	278	7.2e-50	1	225	21	272	0.986784140969163
GH103.hmm	295	5mSIPHEX2_3-scaffold_87_c1_11	414	1.1e-94	1	294	31	337	0.9932203389830508
GH103.hmm	295	5mSIPHEX2_3-scaffold_87_c1_7	396	3.5e-85	1	214	63	277	0.7220338983050848
GH23.hmm	135	5mSIPHEX2_3-scaffold_956_c1_7	361	4.5e-24	18	124	140	243	0.7851851851851852
GT26.hmm	171	5mSIPHEX2_3-scaffold_95_c1_2	252	4.2e-44	2	171	57	229	0.9883040935672515
GT2.hmm	170	5mSIPHEX2_3-scaffold_95_c1_3	324	5.5e-17	1	125	13	133	0.7294117647058823
GT30.hmm	177	5mSIPHEX2_3-scaffold_9_c1_12	395	9.5e-20	9	173	9	174	0.9265536723163842
AA3_2.hmm	568	5mSIPHEX2_3-scaffold_9_c1_80	541	1.7e-172	2	566	2	532	0.9929577464788732
GH102.hmm	157	5mSIPHEX2_3-scaffold_9_c2_31	359	2e-44	1	157	117	251	0.9936305732484076
GT11.hmm	276	5mSIPHEX2_3-scaffold_9_c3_153	283	1.6e-71	1	276	1	280	0.9963768115942029
GT25.hmm	181	5mSIPHEX2_3-scaffold_9_c3_159	238	8.3e-28	5	180	4	177	0.9668508287292817
GT2.hmm	96	5mSIPHEX2_3-scaffold_9_c3_40	347	1.9e-25	1	88	60	147	0.90625
GT2.hmm	96	5mSIPHEX2_3-scaffold_9_c3_41	337	2.1e-26	1	95	49	145	0.9791666666666666
GT14.hmm	250	5mSIPHEX2_3-scaffold_9_c3_42	568	2.1e-46	4	240	7	248	0.944
GT51.hmm	177	5mSIPHEX2_3-scaffold_9_c3_61	247	6.3e-51	10	171	71	227	0.9096045197740112
