Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
700mSIPHEX1_15-scaffold_2_c1_135	-	-	-	CBM50	Y(1-24)	1
700mSIPHEX1_15-scaffold_2_c1_143	-	-	-	GT47	N	1
700mSIPHEX1_15-scaffold_2_c1_147	-	-	-	GT1	N	1
700mSIPHEX1_15-scaffold_2_c1_248	-	-	-	GH103	N	1
700mSIPHEX1_15-scaffold_2_c1_249	-	-	-	GH103	N	1
700mSIPHEX1_15-scaffold_2_c1_274	-	-	-	GT4	N	1
700mSIPHEX1_15-scaffold_2_c1_365	-	-	-	GT2	N	1
700mSIPHEX1_15-scaffold_2_c1_369	-	-	-	GH13	N	1
700mSIPHEX1_15-scaffold_2_c1_417	-	-	-	GT2	Y(1-25)	1
700mSIPHEX1_15-scaffold_2_c1_427	-	-	-	GT28	Y(1-33)	1
700mSIPHEX1_15-scaffold_2_c1_46	-	-	-	GH92	N	1
700mSIPHEX1_15-scaffold_2_c1_464	-	-	-	GH23	N	1
700mSIPHEX1_15-scaffold_2_c1_518	-	-	-	GH28	N	1
700mSIPHEX1_15-scaffold_2_c1_549	-	-	-	GT2	N	1
700mSIPHEX1_15-scaffold_2_c1_577	-	-	-	GH73	Y(1-23)	1
700mSIPHEX1_15-scaffold_2_c1_693	-	-	-	GH1	N	1
700mSIPHEX1_15-scaffold_2_c1_887	-	-	-	GH5_11	N	1
700mSIPHEX1_15-scaffold_2_c1_963	-	-	-	CBM50+GH25	N	1
700mSIPHEX1_15-scaffold_36_c1_218	-	-	-	GT2	N	1
700mSIPHEX1_15-scaffold_36_c1_219	-	-	-	GT2	N	1
700mSIPHEX1_15-scaffold_36_c1_235	-	-	-	GT2	N	1
700mSIPHEX1_15-scaffold_36_c1_240	-	-	-	GH13_31	N	1
700mSIPHEX1_15-scaffold_36_c1_247	-	-	-	GT4	N	1
700mSIPHEX1_15-scaffold_36_c1_297	-	-	-	GH152	N	1
700mSIPHEX1_15-scaffold_57_c1_113	-	-	-	GT83	N	1
700mSIPHEX1_15-scaffold_57_c1_147	-	-	-	GT51	N	1
700mSIPHEX1_15-scaffold_57_c1_5	-	-	-	GH27	N	1
700mSIPHEX1_15-scaffold_57_c1_6	-	-	-	CE8	N	1
700mSIPHEX1_15-scaffold_9_c1_1	-	-	-	CBM50	N	1
700mSIPHEX1_15-scaffold_9_c1_19	-	-	-	GH6	N	1
700mSIPHEX1_15-scaffold_9_c1_262	-	-	-	GT58	N	1
700mSIPHEX1_15-scaffold_9_c1_337	-	-	-	CE8	N	1
