HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT25.hmm	181	700mSIPHEX2_13-scaffold_24_c1_46	238	8.3e-28	5	180	4	177	0.9668508287292817
GT11.hmm	276	700mSIPHEX2_13-scaffold_24_c1_52	283	1.6e-71	1	276	1	280	0.9963768115942029
AA3_2.hmm	568	700mSIPHEX2_13-scaffold_296_c1_23	541	1.3e-151	2	565	13	538	0.9911971830985915
GT30.hmm	177	700mSIPHEX2_13-scaffold_32_c1_123	445	2e-55	2	174	45	225	0.9717514124293786
GT4.hmm	160	700mSIPHEX2_13-scaffold_32_c1_124	348	3.7e-28	12	158	164	315	0.9125
CE11.hmm	271	700mSIPHEX2_13-scaffold_32_c1_169	347	1.1e-93	1	270	37	309	0.992619926199262
GT28.hmm	157	700mSIPHEX2_13-scaffold_32_c1_179	365	4.2e-44	2	157	186	348	0.9872611464968153
GT81.hmm	293	700mSIPHEX2_13-scaffold_32_c1_255	407	1.2e-63	82	271	111	318	0.6450511945392492
GH13_18.hmm	343	700mSIPHEX2_13-scaffold_32_c1_256	583	3.2e-140	2	343	94	434	0.9941690962099126
GT2.hmm	96	700mSIPHEX2_13-scaffold_32_c1_42	353	1.8e-21	1	95	10	108	0.9791666666666666
GT2.hmm	96	700mSIPHEX2_13-scaffold_32_c1_44	788	1.7e-25	1	95	458	557	0.9791666666666666
GT2.hmm	96	700mSIPHEX2_13-scaffold_32_c1_46	363	2.6e-25	1	96	10	111	0.9895833333333334
GH109.hmm	399	700mSIPHEX2_13-scaffold_32_c1_6	379	4.2e-16	4	188	2	186	0.46115288220551376
GT2.hmm	96	700mSIPHEX2_13-scaffold_32_c1_80	324	1.1e-18	5	91	19	116	0.8958333333333334
GH103.hmm	295	700mSIPHEX2_13-scaffold_361_c1_14	269	7.3e-60	1	205	34	235	0.6915254237288135
GT2.hmm	170	700mSIPHEX2_13-scaffold_479_c1_8	389	5.9e-17	1	166	4	176	0.9705882352941176
GH23.hmm	135	700mSIPHEX2_13-scaffold_48_c1_134	656	2.2e-22	17	119	491	620	0.7555555555555555
AA2.hmm	255	700mSIPHEX2_13-scaffold_48_c1_151	739	3.3e-16	15	117	86	189	0.4
GH24.hmm	137	700mSIPHEX2_13-scaffold_48_c1_42	273	9.4e-43	5	137	125	253	0.9635036496350365
AA7.hmm	458	700mSIPHEX2_13-scaffold_48_c1_72	483	3.5e-16	15	191	52	235	0.38427947598253276
GT14.hmm	250	700mSIPHEX2_13-scaffold_48_c1_87	546	2e-55	1	235	24	266	0.936
GT51.hmm	177	700mSIPHEX2_13-scaffold_48_c1_98	751	1.4e-55	10	177	149	337	0.943502824858757
GT2.hmm	170	700mSIPHEX2_13-scaffold_51_c1_157	324	5.5e-17	1	125	13	133	0.7294117647058823
GT26.hmm	171	700mSIPHEX2_13-scaffold_51_c1_158	252	4.2e-44	2	171	57	229	0.9883040935672515
GT2.hmm	170	700mSIPHEX2_13-scaffold_51_c1_166	306	6e-17	1	104	24	129	0.6058823529411764
GT4.hmm	160	700mSIPHEX2_13-scaffold_51_c1_167	410	1.1e-36	12	153	224	365	0.88125
GT2.hmm	230	700mSIPHEX2_13-scaffold_51_c1_22	689	1.1e-33	1	228	306	533	0.9869565217391304
GH23.hmm	135	700mSIPHEX2_13-scaffold_51_c1_68	289	1.1e-28	11	124	155	267	0.837037037037037
GT19.hmm	354	700mSIPHEX2_13-scaffold_60_c1_14	387	2e-112	1	341	5	358	0.96045197740113
GH23.hmm	135	700mSIPHEX2_13-scaffold_715_c1_8	202	4.7e-30	16	118	100	199	0.7555555555555555
CE1.hmm	227	700mSIPHEX2_13-scaffold_71_c1_178	278	7.2e-50	1	225	21	272	0.986784140969163
CE4.hmm	130	700mSIPHEX2_13-scaffold_71_c1_59	300	1.2e-23	10	128	15	160	0.9076923076923077
GT2.hmm	170	700mSIPHEX2_13-scaffold_83_c1_3	413	2.3e-18	1	112	4	112	0.6529411764705882
GT1.hmm	382	700mSIPHEX2_13-scaffold_83_c1_48	379	4.9e-16	27	381	3	374	0.9267015706806283
GT4.hmm	160	700mSIPHEX2_13-scaffold_83_c1_50	367	1.9e-21	32	157	207	332	0.78125
GT4.hmm	160	700mSIPHEX2_13-scaffold_83_c1_51	415	6.5e-28	12	159	232	383	0.91875
GT51.hmm	177	700mSIPHEX2_13-scaffold_85_c1_117	835	1.2e-62	2	176	60	235	0.9830508474576272
GH24.hmm	137	700mSIPHEX2_13-scaffold_85_c1_148	242	3.2e-48	4	137	100	229	0.9708029197080292
AA3_2.hmm	568	700mSIPHEX2_13-scaffold_85_c1_30	552	7.8e-162	3	566	3	529	0.9911971830985915
GT4.hmm	160	700mSIPHEX2_13-scaffold_89_c1_35	442	2.3e-18	12	153	242	384	0.88125
AA4.hmm	522	700mSIPHEX2_13-scaffold_89_c1_45	470	2.2e-26	14	254	14	242	0.45977011494252873
GT107.hmm	532	700mSIPHEX2_13-scaffold_92_c1_11	679	5.4e-91	216	497	47	328	0.5281954887218046
GT107.hmm	532	700mSIPHEX2_13-scaffold_92_c1_11	679	3.2e-126	146	529	308	676	0.7199248120300752
