HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH3.hmm	216	5mSIPHEX1_32-scaffold_791_c1_6	859	5.2e-65	7	215	153	374	0.9629629629629629
CE15.hmm	269	5mSIPHEX1_32-scaffold_80_c1_108	435	1e-58	24	267	65	420	0.9033457249070632
GH109.hmm	399	5mSIPHEX1_32-scaffold_80_c1_145	330	1.9e-21	6	162	2	150	0.39097744360902253
GT2.hmm	170	5mSIPHEX1_32-scaffold_80_c1_21	322	1.5e-23	1	163	29	186	0.9529411764705882
GH102.hmm	157	5mSIPHEX1_32-scaffold_83_c1_105	407	2.5e-41	1	157	144	286	0.9936305732484076
GH37.hmm	491	5mSIPHEX1_32-scaffold_83_c1_142	540	1.1e-165	4	491	57	521	0.9918533604887984
GH3.hmm	216	5mSIPHEX1_32-scaffold_83_c1_23	777	6.5e-71	8	215	76	296	0.9583333333333334
CE1.hmm	227	5mSIPHEX1_32-scaffold_83_c1_86	305	2e-25	5	210	38	271	0.9030837004405287
GT2.hmm	170	5mSIPHEX1_32-scaffold_861_c1_7	356	4.8e-20	2	162	24	186	0.9411764705882353
GT2.hmm	197	5mSIPHEX1_32-scaffold_896_c1_6	731	7e-16	3	178	214	410	0.8883248730964467
GH16_21.hmm	206	5mSIPHEX1_32-scaffold_962_c1_8	330	3.7e-60	9	195	102	285	0.9029126213592233
