HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
CE4.hmm	130	700mSIPHEX2_14-scaffold_2_c2_855	233	3.7e-19	4	122	49	186	0.9076923076923077
GT2.hmm	170	700mSIPHEX2_14-scaffold_2_c2_857	266	6.2e-24	3	161	9	176	0.9294117647058824
GT2.hmm	230	700mSIPHEX2_14-scaffold_2_c2_859	297	3.5e-20	3	216	2	225	0.9260869565217391
GT2.hmm	170	700mSIPHEX2_14-scaffold_2_c4_117	283	5.9e-20	1	126	4	135	0.7352941176470589
GT2.hmm	170	700mSIPHEX2_14-scaffold_2_c4_130	372	7.1e-24	1	135	46	181	0.788235294117647
GH171.hmm	355	700mSIPHEX2_14-scaffold_2_c4_28	424	3.9e-120	1	355	69	422	0.9971830985915493
GT2.hmm	170	700mSIPHEX2_14-scaffold_2_c4_39	312	1.2e-35	1	158	5	157	0.9235294117647059
GH63.hmm	570	700mSIPHEX2_14-scaffold_2_c4_66	439	7.5e-49	362	566	33	437	0.35789473684210527
GT2.hmm	170	700mSIPHEX2_14-scaffold_34_c1_109	232	1.7e-23	1	133	3	131	0.7764705882352941
GH113.hmm	306	700mSIPHEX2_14-scaffold_34_c1_112	333	9e-114	1	306	22	326	0.9967320261437909
GT2.hmm	170	700mSIPHEX2_14-scaffold_34_c1_118	231	2.2e-20	2	133	6	136	0.7705882352941177
GT2.hmm	230	700mSIPHEX2_14-scaffold_34_c1_119	497	4.7e-28	1	227	54	281	0.9826086956521739
GT2.hmm	170	700mSIPHEX2_14-scaffold_34_c1_130	395	1.3e-22	2	165	140	305	0.9588235294117647
GH5_42.hmm	254	700mSIPHEX2_14-scaffold_34_c1_133	505	5.7e-124	1	254	216	469	0.9960629921259843
GT2.hmm	170	700mSIPHEX2_14-scaffold_34_c1_159	378	2.3e-23	1	125	41	172	0.7294117647058823
GT2.hmm	170	700mSIPHEX2_14-scaffold_34_c1_189	302	8.2e-20	2	121	9	121	0.7
GT4.hmm	160	700mSIPHEX2_14-scaffold_34_c1_190	373	3.4e-27	5	154	184	337	0.93125
GT4.hmm	160	700mSIPHEX2_14-scaffold_34_c1_191	325	5e-22	19	157	167	295	0.8625
GT2.hmm	170	700mSIPHEX2_14-scaffold_34_c1_218	242	1.1e-25	2	166	6	170	0.9647058823529412
CE4.hmm	130	700mSIPHEX2_14-scaffold_34_c1_44	209	4.8e-27	8	126	27	144	0.9076923076923077
GH92.hmm	491	700mSIPHEX2_14-scaffold_34_c1_47	980	5.9e-195	5	491	240	725	0.9898167006109979
GT19.hmm	354	700mSIPHEX2_14-scaffold_34_c1_60	372	4.4e-122	2	350	4	350	0.9830508474576272
