HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH109.hmm	399	700mSIPHEX1_18-scaffold_25_c2_106	331	9.6e-19	6	164	2	155	0.39598997493734334
GH42.hmm	371	700mSIPHEX1_18-scaffold_25_c2_114	653	2.4e-148	1	370	5	392	0.9946091644204852
GH36.hmm	688	700mSIPHEX1_18-scaffold_25_c2_115	718	8.1e-222	2	672	13	668	0.9738372093023255
GH16_3.hmm	230	700mSIPHEX1_18-scaffold_25_c2_140	536	2.9e-48	1	228	34	274	0.9869565217391304
CBM9.hmm	182	700mSIPHEX1_18-scaffold_25_c2_77	787	8.8e-18	1	147	52	208	0.8021978021978022
PL7_5.hmm	267	700mSIPHEX1_18-scaffold_25_c2_81	348	6.3e-105	1	267	77	339	0.9962546816479401
PL17_2.hmm	133	700mSIPHEX1_18-scaffold_25_c2_83	731	2.3e-28	44	132	174	257	0.6616541353383458
PL17.hmm	139	700mSIPHEX1_18-scaffold_25_c2_83	731	3.8e-50	2	138	377	514	0.9784172661870504
PL6.hmm	372	700mSIPHEX1_18-scaffold_25_c2_84	768	2.3e-146	4	370	47	415	0.9838709677419355
PL6_1.hmm	347	700mSIPHEX1_18-scaffold_25_c2_84	768	3.7e-53	1	220	486	699	0.6311239193083573
GT5.hmm	472	700mSIPHEX1_18-scaffold_25_c2_99	473	1.3e-151	1	471	2	467	0.9957627118644068
GH9.hmm	418	700mSIPHEX1_18-scaffold_268_c1_42	597	2.1e-111	5	418	145	590	0.9880382775119617
GH105.hmm	332	700mSIPHEX1_18-scaffold_272_c1_5	445	3.8e-75	14	332	117	439	0.9578313253012049
PL38.hmm	279	700mSIPHEX1_18-scaffold_272_c1_7	443	1.1e-98	1	279	88	364	0.996415770609319
GH2.hmm	752	700mSIPHEX1_18-scaffold_272_c1_8	834	1.7e-106	22	414	50	527	0.5212765957446809
PL29.hmm	301	700mSIPHEX1_18-scaffold_272_c1_9	565	4.6e-54	1	299	75	410	0.9900332225913622
GH3.hmm	216	700mSIPHEX1_18-scaffold_29_c1_109	858	2.6e-69	8	216	137	357	0.9629629629629629
GT26.hmm	171	700mSIPHEX1_18-scaffold_29_c1_128	254	7e-56	2	169	66	233	0.9766081871345029
GT4.hmm	160	700mSIPHEX1_18-scaffold_29_c1_129	365	7.7e-33	7	148	195	336	0.88125
GT4.hmm	160	700mSIPHEX1_18-scaffold_29_c1_130	378	1.8e-33	6	151	197	340	0.90625
GT14.hmm	250	700mSIPHEX1_18-scaffold_29_c1_132	295	5.8e-31	2	248	5	259	0.984
CE1.hmm	227	700mSIPHEX1_18-scaffold_30_c1_17	158	4.3e-16	99	209	6	136	0.4845814977973568
GH103.hmm	295	700mSIPHEX1_18-scaffold_30_c1_206	334	3.9e-115	1	294	30	329	0.9932203389830508
GH73.hmm	128	700mSIPHEX1_18-scaffold_30_c1_5	318	1.1e-37	3	125	173	309	0.953125
GH94.hmm	1036	700mSIPHEX1_18-scaffold_55_c1_127	819	2.3e-293	262	1035	6	812	0.7461389961389961
GH5_26.hmm	279	700mSIPHEX1_18-scaffold_55_c1_128	363	9.6e-128	1	279	59	343	0.996415770609319
CE1.hmm	227	700mSIPHEX1_18-scaffold_55_c1_156	516	1.1e-21	7	207	184	488	0.8810572687224669
CBM32.hmm	124	700mSIPHEX1_18-scaffold_55_c1_184	504	5.2e-17	10	118	68	177	0.8709677419354839
PL7_5.hmm	267	700mSIPHEX1_18-scaffold_55_c1_184	504	2.6e-78	1	264	217	494	0.9850187265917603
GT51.hmm	177	700mSIPHEX1_18-scaffold_55_c1_47	873	9.2e-66	1	176	30	205	0.9887005649717514
CE11.hmm	271	700mSIPHEX1_18-scaffold_63_c1_143	305	2.8e-116	1	270	4	276	0.992619926199262
GT28.hmm	157	700mSIPHEX1_18-scaffold_63_c1_149	370	2.3e-48	2	157	181	351	0.9872611464968153
GH13_2.hmm	310	700mSIPHEX1_18-scaffold_63_c1_191	804	3e-70	1	308	86	431	0.9903225806451613
GT2.hmm	170	700mSIPHEX1_18-scaffold_63_c1_24	326	2.1e-17	1	133	10	149	0.7764705882352941
GT4.hmm	160	700mSIPHEX1_18-scaffold_63_c1_25	372	1.2e-30	6	159	186	337	0.95625
GT4.hmm	160	700mSIPHEX1_18-scaffold_63_c1_34	369	4.1e-36	7	158	192	341	0.94375
CE4.hmm	130	700mSIPHEX1_18-scaffold_63_c1_40	285	3e-25	20	128	41	153	0.8307692307692308
CBM85.hmm	132	700mSIPHEX1_18-scaffold_63_c1_73	212	1.2e-22	11	131	76	196	0.9090909090909091
GH94.hmm	1036	700mSIPHEX1_18-scaffold_64_c1_131	960	1.6e-159	302	1033	46	773	0.7055984555984556
CBM9.hmm	182	700mSIPHEX1_18-scaffold_64_c1_132	254	6.8e-44	1	182	40	252	0.9945054945054945
GH23.hmm	135	700mSIPHEX1_18-scaffold_64_c1_75	563	1.4e-26	3	131	146	292	0.9481481481481482
GT99.hmm	378	700mSIPHEX1_18-scaffold_83_c1_102	402	8e-16	85	323	55	314	0.6296296296296297
CE1.hmm	227	700mSIPHEX1_18-scaffold_83_c1_127	304	1.9e-41	7	217	43	290	0.9251101321585903
GH3.hmm	216	700mSIPHEX1_18-scaffold_83_c1_19	736	3.8e-62	4	215	84	304	0.9768518518518519
GT113.hmm	322	700mSIPHEX1_18-scaffold_83_c1_20	347	2.7e-92	4	321	11	343	0.984472049689441
GT9.hmm	225	700mSIPHEX1_18-scaffold_83_c1_89	348	5.3e-52	5	195	73	292	0.8444444444444444
GT25.hmm	181	700mSIPHEX1_18-scaffold_83_c1_98	251	5.1e-39	3	178	5	176	0.9668508287292817
GH16_3.hmm	230	700mSIPHEX1_18-scaffold_85_c1_45	961	4.4e-78	1	230	55	330	0.9956521739130435
GH3.hmm	216	700mSIPHEX1_18-scaffold_85_c1_48	864	6.1e-66	8	216	141	361	0.9629629629629629
GH77.hmm	494	700mSIPHEX1_18-scaffold_97_c1_18	732	1.5e-148	1	489	183	722	0.9878542510121457
CBM48.hmm	76	700mSIPHEX1_18-scaffold_97_c1_19	726	4e-16	2	67	116	198	0.8552631578947368
GH13_9.hmm	301	700mSIPHEX1_18-scaffold_97_c1_19	726	1.4e-158	2	301	271	570	0.9933554817275747
GH13_11.hmm	351	700mSIPHEX1_18-scaffold_97_c1_20	711	2.9e-146	1	351	188	540	0.9971509971509972
GH13_13.hmm	361	700mSIPHEX1_18-scaffold_97_c1_99	1491	1.8e-128	1	360	542	936	0.9944598337950139
AA3_2.hmm	568	700mSIPHEX1_18-scaffold_98_c1_10	533	5.2e-156	2	567	3	530	0.9947183098591549
PL22.hmm	265	700mSIPHEX1_18-scaffold_98_c1_100	466	1.3e-17	136	250	321	435	0.43018867924528303
GH13.hmm	299	700mSIPHEX1_18-scaffold_98_c1_15	437	3.6e-49	7	290	28	312	0.9464882943143813
