Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
700mSIPHEX1_2-scaffold_176_c1_14	-	CE4(40-152)	CE4_e119	-	N	2
700mSIPHEX1_2-scaffold_176_c1_19	-	GT4(205-358)	GT4_e1489	GT4	N	3
700mSIPHEX1_2-scaffold_176_c1_24	-	GT4(221-365)	GT4_e994	GT4	N	3
700mSIPHEX1_2-scaffold_176_c1_25	-	GT2(10-169)	GT2	GT2	N	3
700mSIPHEX1_2-scaffold_176_c1_27	-	GT4(192-338)	GT4_e606	GT4	N	3
700mSIPHEX1_2-scaffold_176_c1_31	-	GT4(185-330)	GT4_e43	GT4	N	3
700mSIPHEX1_2-scaffold_176_c1_46	-	AA4(8-548)	AA4_e1	-	N	2
700mSIPHEX1_2-scaffold_182_c1_39	-	CE4(130-260)	CE4_e274	-	Y(1-39)	2
700mSIPHEX1_2-scaffold_186_c1_11	3.2.1.39:2	GH16_3(11-233)	GH16_e252	GH16_3	N	3
700mSIPHEX1_2-scaffold_186_c1_9	-	GH158(42-178)	GH158_e0	GH158	Y(1-26)	3
700mSIPHEX1_2-scaffold_191_c1_36	-	CBM9(30-238)	-	CBM0	Y(1-19)	2
700mSIPHEX1_2-scaffold_191_c1_4	-	GH23(305-467)	GH23_e824	GH23	Y(1-30)	3
700mSIPHEX1_2-scaffold_202_c1_1	-	CE1(35-239)	-	-	Y(1-23)	1
700mSIPHEX1_2-scaffold_202_c1_36	-	GH73(105-234)	GH73_e151	GH73	Y(1-27)	3
700mSIPHEX1_2-scaffold_207_c1_26	-	GT9(63-296)	GT9_e54	GT9	N	3
700mSIPHEX1_2-scaffold_207_c1_34	-	GT25(3-179)	GT25_e108	GT25	N	3
700mSIPHEX1_2-scaffold_220_c1_12	-	AA2(98-209)	AA2_e1	AA0	Y(1-27)	3
700mSIPHEX1_2-scaffold_238_c1_21	-	CE1(21-274)	-	-	N	1
700mSIPHEX1_2-scaffold_238_c1_41	-	CE1(485-708)	-	-	N	1
700mSIPHEX1_2-scaffold_239_c1_4	-	AA6(4-200)	AA6_e2	-	N	2
700mSIPHEX1_2-scaffold_243_c1_30	-|-|-	GH23(140-285)+CBM50(443-485)	GH23_e756+CBM50_e496+CBM50_e496	CBM50+GH23	Y(1-23)	3
700mSIPHEX1_2-scaffold_255_c1_29	3.2.1.68:75|2.4.1.25:4|3.2.1.-:1|3.2.1.68:15|3.2.1.-:1	CBM48(16-106)+GH13_11(172-523)	CBM48_e3+GH13_e48	CBM48+GH13_11	N	3
700mSIPHEX1_2-scaffold_255_c1_30	-|2.4.1.18:14	GH13_9(280-580)	CBM48_e87+GH13_e200	CBM48+GH13_9	N	3
700mSIPHEX1_2-scaffold_255_c1_31	2.4.1.25:11	GH77(184-725)	GH77_e27	GH77	N	3
700mSIPHEX1_2-scaffold_289_c1_37	-	CE1(410-626)	-	-	Y(1-27)	1
700mSIPHEX1_2-scaffold_336_c1_24	-	GT5(3-470)	GT5_e2	GT5	N	3
700mSIPHEX1_2-scaffold_336_c1_27	3.2.1.23:41	GH2(38-952)	GH2_e92	GH2	N	3
700mSIPHEX1_2-scaffold_339_c1_1	-	GH109(5-158)	GH109_e7	-	N	2
700mSIPHEX1_2-scaffold_339_c1_27	2.4.1.7:2	GH13_18(1-297)	GH13_e144	GH13_18	N	3
700mSIPHEX1_2-scaffold_373_c1_23	-	GH2(82-974)	GH2_e30	GH2	Y(1-28)	3
700mSIPHEX1_2-scaffold_396_c1_4	-	GH171(77-467)	GH171_e5	GH171	N	3
700mSIPHEX1_2-scaffold_396_c1_5	3.2.1.52:2	GH3(146-386)	GH3_e124	GH3	Y(1-47)	3
700mSIPHEX1_2-scaffold_450_c1_17	3.2.1.52:16	GH3(54-278)	GH3_e19	GH3	N	3
700mSIPHEX1_2-scaffold_473_c1_11	-	GH13_18(94-434)	GH13_e237	GH13_18	N	3
700mSIPHEX1_2-scaffold_473_c1_12	-	GT81(117-320)	GT81_e1	GT81	N	3
700mSIPHEX1_2-scaffold_56_c1_1	-	CE1(587-793)	-	-	Y(1-23)	1
700mSIPHEX1_2-scaffold_56_c1_156	-	GH73(130-257)	GH73_e151	GH73	N	3
700mSIPHEX1_2-scaffold_56_c1_39	-|-|3.2.1.41:2|-|-	CBM41(90-209)+GH13_13(511-891)	CBM41_e4+CBM48_e94+GH13_e108+CBM69_e2+CBM69_e2	CBM41+CBM48+GH13_13	Y(1-26)	3
700mSIPHEX1_2-scaffold_56_c1_44	3.2.1.20:2	GH13_38(123-517)	GH13_e113	GH13_38	N	3
700mSIPHEX1_2-scaffold_56_c1_45	3.2.1.54:1	GH13(231-551)	GH13_e217	GH13	N	3
700mSIPHEX1_2-scaffold_56_c1_47	-	GH13_2(104-422)	GH13_e216	GH13	Y(1-27)	3
700mSIPHEX1_2-scaffold_631_c1_3	3.2.1.28:18	GH37(28-530)	GH37_e6	GH37	N	3
700mSIPHEX1_2-scaffold_674_c1_3	-	AA2(79-182)	AA2_e1	AA0	N	3
700mSIPHEX1_2-scaffold_674_c1_4	-|-	AA2(85-280)+AA2(468-734)	AA2_e1+AA2_e1	AA0	Y(1-28)	3
700mSIPHEX1_2-scaffold_730_c1_11	-	GH23(537-664)	GH23_e660	GH23	N	3
700mSIPHEX1_2-scaffold_87_c1_10	-	GT4(198-330)	GT4_e78	GT4	N	3
700mSIPHEX1_2-scaffold_87_c1_115	2.4.1.1:158	GT35(103-818)	GT35_e0	GT35	N	3
700mSIPHEX1_2-scaffold_87_c1_13	-	GT4(193-339)	GT4_e3901	GT4	N	3
700mSIPHEX1_2-scaffold_87_c1_5	-	GT4(227-370)	GT4_e2824	GT4	N	3
700mSIPHEX1_2-scaffold_87_c1_7	-	GT2(8-131)	GT2	GT2	N	3
700mSIPHEX1_2-scaffold_87_c1_8	-	GT2(4-159)	GT2	GT2	N	3
700mSIPHEX1_2-scaffold_977_c1_4	-	GT30(54-228)	GT30_e74	GT30	N	3
700mSIPHEX1_2-scaffold_176_c1_32	-|-	-	GT2+GT2	GT2	N	2
700mSIPHEX1_2-scaffold_176_c1_34	-	-	GT4_e2017	GT4	N	2
700mSIPHEX1_2-scaffold_202_c1_48	3.2.1.151:27|3.2.1.150:4	-	GH74_e1	-	Y(1-23)	1
700mSIPHEX1_2-scaffold_630_c1_13	-	-	AA2_e1	AA0	N	2
700mSIPHEX1_2-scaffold_120_c1_42	2.4.1.46:1	-	GT1_e6	GT1	N	2
700mSIPHEX1_2-scaffold_128_c1_51	-	-	CBM50_e126	CBM50	Y(1-21)	2
700mSIPHEX1_2-scaffold_182_c1_13	-	-	GT2	GT2	Y(1-18)	2
700mSIPHEX1_2-scaffold_225_c1_8	-	-	GT4_e2309	GT4	N	2
700mSIPHEX1_2-scaffold_269_c1_21	-	-	GH23_e939	GH23	Y(1-25)	2
700mSIPHEX1_2-scaffold_273_c1_23	-	-	AA5_e0	-	Y(1-26)	1
700mSIPHEX1_2-scaffold_432_c1_15	-|-	-	GH74_e4+GH74_e7	-	Y(1-27)	1
700mSIPHEX1_2-scaffold_497_c1_6	-	-	CBM50_e986	CBM50	Y(1-16)	2
700mSIPHEX1_2-scaffold_641_c1_5	-	-	CBM50_e936	CBM50	Y(1-24)	2
700mSIPHEX1_2-scaffold_87_c1_49	3.5.1.41:1	-	CE4_e177	CE4	N	2
700mSIPHEX1_2-scaffold_904_c1_3	-	-	CBM48_e92	-	N	1
700mSIPHEX1_2-scaffold_112_c1_20	-	-	-	GH13_23	N	1
700mSIPHEX1_2-scaffold_112_c1_40	-	-	-	GH13	N	1
700mSIPHEX1_2-scaffold_120_c1_24	-	-	-	GH3	N	1
700mSIPHEX1_2-scaffold_120_c1_44	-	-	-	GT51	N	1
700mSIPHEX1_2-scaffold_120_c1_7	-	-	-	GH36	N	1
700mSIPHEX1_2-scaffold_120_c1_83	-	-	-	CBM2	Y(1-34)	1
700mSIPHEX1_2-scaffold_125_c1_26	-	-	-	GT0	N	1
700mSIPHEX1_2-scaffold_125_c1_41	-	-	-	GH73	Y(1-24)	1
700mSIPHEX1_2-scaffold_125_c1_66	-	-	-	GH13_30	N	1
700mSIPHEX1_2-scaffold_139_c1_9	-	-	-	GT28	N	1
700mSIPHEX1_2-scaffold_144_c1_4	-	-	-	GT2	N	1
700mSIPHEX1_2-scaffold_144_c1_52	-	-	-	GT83	N	1
700mSIPHEX1_2-scaffold_146_c1_42	-	-	-	CBM50	N	1
700mSIPHEX1_2-scaffold_150_c1_12	-	-	-	GH152	N	1
700mSIPHEX1_2-scaffold_153_c1_49	-	-	-	GT4	N	1
700mSIPHEX1_2-scaffold_163_c1_27	-	-	-	GH13_31	N	1
700mSIPHEX1_2-scaffold_167_c1_54	-	-	-	GH39	N	1
700mSIPHEX1_2-scaffold_167_c1_55	-	-	-	GH39	N	1
700mSIPHEX1_2-scaffold_169_c1_41	-	-	-	GT1	N	1
700mSIPHEX1_2-scaffold_175_c1_14	-	-	-	GT4	N	1
700mSIPHEX1_2-scaffold_175_c1_15	-	-	-	GH13_26	N	1
700mSIPHEX1_2-scaffold_175_c1_21	-	-	-	GH103	N	1
700mSIPHEX1_2-scaffold_175_c1_22	-	-	-	GH103	N	1
700mSIPHEX1_2-scaffold_175_c1_39	-	-	-	GT4	N	1
700mSIPHEX1_2-scaffold_176_c1_28	-	-	-	GT4	N	1
700mSIPHEX1_2-scaffold_176_c1_33	-	-	-	PL0	N	1
700mSIPHEX1_2-scaffold_180_c1_31	-	-	-	GH13_11	N	1
700mSIPHEX1_2-scaffold_180_c1_44	-	-	-	GH28	N	1
700mSIPHEX1_2-scaffold_180_c1_6	-	-	-	GT4	N	1
700mSIPHEX1_2-scaffold_186_c1_36	-	-	-	GH1	N	1
700mSIPHEX1_2-scaffold_207_c1_45	-	-	-	GT99	N	1
700mSIPHEX1_2-scaffold_208_c1_44	-	-	-	CBM5	Y(1-30)	1
700mSIPHEX1_2-scaffold_218_c1_17	-	-	-	CE8	N	1
700mSIPHEX1_2-scaffold_221_c1_16	-	-	-	CBM2	Y(1-21)	1
700mSIPHEX1_2-scaffold_221_c1_25	-	-	-	GT2	N	1
700mSIPHEX1_2-scaffold_225_c1_13	-	-	-	GT5	N	1
700mSIPHEX1_2-scaffold_225_c1_31	-	-	-	GH5_12	N	1
700mSIPHEX1_2-scaffold_239_c1_38	-	-	-	GT2	N	1
700mSIPHEX1_2-scaffold_269_c1_2	-	-	-	GH1	N	1
700mSIPHEX1_2-scaffold_289_c1_1	-	-	-	GT58	N	1
700mSIPHEX1_2-scaffold_298_c1_38	-	-	-	GT87	N	1
700mSIPHEX1_2-scaffold_339_c1_17	-	-	-	GH103	N	1
700mSIPHEX1_2-scaffold_432_c1_3	-	-	-	GH5_11	N	1
700mSIPHEX1_2-scaffold_435_c1_13	-	-	-	GH1	N	1
700mSIPHEX1_2-scaffold_456_c1_11	-	-	-	GT2	N	1
700mSIPHEX1_2-scaffold_456_c1_13	-	-	-	CBM50	Y(1-38)	1
700mSIPHEX1_2-scaffold_504_c1_3	-	-	-	CE8	N	1
700mSIPHEX1_2-scaffold_551_c1_4	-	-	-	CBM50+GH25	N	1
700mSIPHEX1_2-scaffold_56_c1_148	-	-	-	GT51	N	1
700mSIPHEX1_2-scaffold_56_c1_31	-	-	-	GT51	N	1
700mSIPHEX1_2-scaffold_56_c1_32	-	-	-	GT2	N	1
700mSIPHEX1_2-scaffold_56_c1_33	-	-	-	GT2	N	1
700mSIPHEX1_2-scaffold_56_c1_34	-	-	-	GT2	N	1
700mSIPHEX1_2-scaffold_56_c1_35	-	-	-	GT22	N	1
700mSIPHEX1_2-scaffold_56_c1_49	-	-	-	CE8	N	1
700mSIPHEX1_2-scaffold_577_c1_15	-	-	-	GH18	N	1
700mSIPHEX1_2-scaffold_586_c1_12	-	-	-	GH92	N	1
700mSIPHEX1_2-scaffold_624_c1_13	-	-	-	GH23	N	1
700mSIPHEX1_2-scaffold_641_c1_2	-	-	-	GT4	N	1
700mSIPHEX1_2-scaffold_656_c1_6	-	-	-	GT58	N	1
700mSIPHEX1_2-scaffold_679_c1_5	-	-	-	GH27	N	1
700mSIPHEX1_2-scaffold_697_c1_14	-	-	-	GT4	N	1
700mSIPHEX1_2-scaffold_87_c1_116	-	-	-	CBM48+GH13_9	N	1
700mSIPHEX1_2-scaffold_87_c1_28	-	-	-	GH28	N	1
700mSIPHEX1_2-scaffold_87_c1_37	-	-	-	CE4	N	1
700mSIPHEX1_2-scaffold_87_c1_72	-	-	-	GH23	N	1
700mSIPHEX1_2-scaffold_949_c1_4	-	-	-	GH13	N	1
