HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH73.hmm	128	700mSIPHEX1_12-scaffold_37_c2_188	277	7.7e-34	2	128	75	203	0.984375
GT105.hmm	131	700mSIPHEX1_12-scaffold_37_c2_2	636	1.6e-30	1	124	80	210	0.9389312977099237
GT2.hmm	170	700mSIPHEX1_12-scaffold_37_c2_21	314	5.5e-21	1	109	8	112	0.6352941176470588
GH92.hmm	491	700mSIPHEX1_12-scaffold_37_c2_216	983	1.2e-194	4	491	242	728	0.9918533604887984
GH74.hmm	233	700mSIPHEX1_12-scaffold_37_c2_222	844	7.6e-17	25	113	205	302	0.3776824034334764
GT2.hmm	170	700mSIPHEX1_12-scaffold_37_c2_24	304	4.4e-22	1	131	7	140	0.7647058823529411
GT4.hmm	160	700mSIPHEX1_12-scaffold_37_c2_7	336	4.2e-34	12	159	152	305	0.91875
AA3.hmm	618	700mSIPHEX1_12-scaffold_4_c1_149	594	1.1e-52	78	403	25	591	0.5258899676375405
GT9.hmm	225	700mSIPHEX1_12-scaffold_4_c1_212	342	7e-34	2	205	77	301	0.9022222222222223
GT2.hmm	170	700mSIPHEX1_12-scaffold_4_c1_218	266	1.6e-37	1	146	12	155	0.8529411764705882
GT4.hmm	160	700mSIPHEX1_12-scaffold_4_c1_225	361	5.1e-21	11	147	185	322	0.85
GH23.hmm	135	700mSIPHEX1_12-scaffold_4_c1_238	523	1.3e-27	2	122	163	299	0.8888888888888888
CBM50.hmm	40	700mSIPHEX1_12-scaffold_4_c1_238	523	7.7e-16	1	39	478	520	0.95
GT51.hmm	177	700mSIPHEX1_12-scaffold_4_c1_335	779	1e-56	1	177	74	252	0.9943502824858758
GH109.hmm	399	700mSIPHEX1_12-scaffold_4_c1_365	471	5.7e-19	4	161	34	184	0.39348370927318294
GT51.hmm	177	700mSIPHEX1_12-scaffold_4_c1_41	795	2.2e-45	17	176	72	230	0.8983050847457628
CE1.hmm	227	700mSIPHEX1_12-scaffold_4_c1_471	388	2e-17	3	209	35	240	0.9074889867841409
GT5.hmm	472	700mSIPHEX1_12-scaffold_4_c1_475	271	7.6e-45	1	216	5	230	0.4555084745762712
GH32.hmm	293	700mSIPHEX1_12-scaffold_4_c1_567	519	3.1e-100	1	287	49	356	0.9761092150170648
GH65.hmm	372	700mSIPHEX1_12-scaffold_4_c1_570	777	1.2e-144	1	372	337	717	0.9973118279569892
GH16_3.hmm	230	700mSIPHEX1_12-scaffold_4_c1_571	239	9.8e-83	1	230	13	237	0.9956521739130435
GH13.hmm	299	700mSIPHEX1_12-scaffold_4_c1_581	468	1.9e-53	12	290	66	351	0.9297658862876255
GT2.hmm	170	700mSIPHEX1_12-scaffold_4_c1_590	240	1.3e-25	1	149	6	147	0.8705882352941177
GT83.hmm	540	700mSIPHEX1_12-scaffold_4_c1_592	542	8.6e-64	6	466	6	459	0.8518518518518519
GT2.hmm	230	700mSIPHEX1_12-scaffold_4_c1_594	497	1.8e-28	4	227	56	281	0.9695652173913043
GT2.hmm	170	700mSIPHEX1_12-scaffold_4_c1_595	232	9.7e-23	2	133	7	137	0.7705882352941177
CE4.hmm	130	700mSIPHEX1_12-scaffold_4_c1_602	224	6.2e-30	4	126	27	159	0.9384615384615385
GH37.hmm	491	700mSIPHEX1_12-scaffold_4_c1_633	616	1.7e-136	9	489	78	595	0.9775967413441955
GH100.hmm	458	700mSIPHEX1_12-scaffold_4_c1_634	390	9.3e-24	282	446	221	386	0.35807860262008734
GT28.hmm	157	700mSIPHEX1_12-scaffold_7_c1_108	370	2.1e-44	2	157	194	349	0.9872611464968153
GT2.hmm	170	700mSIPHEX1_12-scaffold_7_c1_215	237	8.1e-16	1	151	13	156	0.8823529411764706
GH113.hmm	306	700mSIPHEX1_12-scaffold_7_c1_219	340	2.9e-113	1	306	29	333	0.9967320261437909
GT19.hmm	354	700mSIPHEX1_12-scaffold_7_c1_339	375	6.3e-117	2	348	4	347	0.9774011299435028
CBM9.hmm	182	700mSIPHEX1_12-scaffold_7_c1_359	900	2.5e-18	1	145	55	206	0.7912087912087912
GT2.hmm	170	700mSIPHEX1_12-scaffold_7_c1_430	242	5.7e-29	2	168	6	172	0.9764705882352941
AA2.hmm	255	700mSIPHEX1_12-scaffold_7_c1_445	712	7.5e-16	13	116	66	171	0.403921568627451
AA1.hmm	358	700mSIPHEX1_12-scaffold_7_c1_532	791	2.9e-65	10	358	55	587	0.9720670391061452
GT2.hmm	170	700mSIPHEX1_12-scaffold_7_c1_58	371	4.1e-19	1	113	45	160	0.6588235294117647
GH31.hmm	427	700mSIPHEX1_12-scaffold_8_c1_42	801	2.9e-171	1	427	229	673	0.9976580796252927
CBM48.hmm	76	700mSIPHEX1_12-scaffold_8_c1_43	648	4.1e-18	2	72	29	118	0.9210526315789473
GH13_9.hmm	301	700mSIPHEX1_12-scaffold_8_c1_43	648	7.6e-157	2	301	186	485	0.9933554817275747
GT5.hmm	472	700mSIPHEX1_12-scaffold_8_c1_45	469	2.4e-152	1	472	2	465	0.9978813559322034
GH13_19.hmm	360	700mSIPHEX1_12-scaffold_8_c1_61	562	1e-77	136	360	175	423	0.6222222222222222
CE14.hmm	124	700mSIPHEX1_12-scaffold_8_c1_70	844	3.9e-19	1	114	50	162	0.9112903225806451
GH18.hmm	296	700mSIPHEX1_12-scaffold_8_c1_95	774	1.9e-24	4	285	206	538	0.9493243243243243
GT4.hmm	160	700mSIPHEX1_12-scaffold_8_c2_108	354	1.4e-26	23	157	193	327	0.8375
GT4.hmm	160	700mSIPHEX1_12-scaffold_8_c2_110	355	3.2e-24	8	159	177	326	0.94375
GT4.hmm	160	700mSIPHEX1_12-scaffold_8_c2_111	370	7.8e-23	9	154	197	341	0.90625
GT4.hmm	160	700mSIPHEX1_12-scaffold_8_c2_117	380	1.4e-27	12	159	195	349	0.91875
GT2.hmm	170	700mSIPHEX1_12-scaffold_8_c2_130	333	4.9e-29	1	166	8	178	0.9705882352941176
GT2.hmm	170	700mSIPHEX1_12-scaffold_8_c2_131	306	4.8e-18	2	134	5	137	0.7764705882352941
GT2.hmm	170	700mSIPHEX1_12-scaffold_8_c2_132	292	9.6e-30	1	142	7	144	0.8294117647058824
GT2.hmm	170	700mSIPHEX1_12-scaffold_8_c2_133	270	1.6e-22	1	118	5	121	0.6882352941176471
GT2.hmm	170	700mSIPHEX1_12-scaffold_8_c2_134	273	3.7e-28	1	131	7	135	0.7647058823529411
GT4.hmm	160	700mSIPHEX1_12-scaffold_8_c2_135	402	1.2e-26	8	157	224	374	0.93125
GT2.hmm	170	700mSIPHEX1_12-scaffold_8_c2_160	317	2.2e-33	1	122	5	122	0.711764705882353
CBM9.hmm	182	700mSIPHEX1_12-scaffold_8_c2_187	714	5.7e-16	1	162	18	189	0.8846153846153846
GT2.hmm	170	700mSIPHEX1_12-scaffold_8_c4_43	272	1.6e-21	2	166	5	171	0.9647058823529412
GH5_42.hmm	254	700mSIPHEX1_12-scaffold_8_c4_46	506	1.9e-116	2	254	216	467	0.9921259842519685
GT2.hmm	170	700mSIPHEX1_12-scaffold_8_c4_67	328	1.4e-24	9	168	6	165	0.9352941176470588
GH65.hmm	372	700mSIPHEX1_12-scaffold_8_c4_72	689	1.1e-102	1	370	319	655	0.9919354838709677
GT2.hmm	170	700mSIPHEX1_12-scaffold_8_c4_90	241	1e-30	1	168	6	175	0.9823529411764705
